Код,Артикул (с /),Артикул,Доп. поле: Артикул на сайте WB,Штрихкод EAN13,Группы,Код_1,Наименование,Артикул_2,Цена: Цена закупки в юанях,Закупочная цена,Штрихкод EAN13_3,Штрихкод EAN8,Вес,Доп. поле: Артикул на сайте WB_4,Доп. поле: ABC анализ,Доп. поле: Логистика (Кит-Мск),Доп. поле: Дата поступления первого остатка,Остаток,Продаж в день
01772,1772/S,1772,Новая КТ,2000000017877,Одежда и обувь,01772,Платье корсет бандажное на бретельках розовый S,1772/S,"139,0","2781,0",2000000017877,,"0,7",Новая КТ,Архив,"34,5",,0.0,
01773,1773/S,1773,Новая КТ,2000000017556,Одежда и обувь,01773,Платье с рукавами и перьями черный S,1773/S,"39,9","1554,0",2000000017556,,"0,8",Новая КТ,Архив,"34,5",,0.0,
01774,1774/S,1774,163892341,2000000017495,Одежда и обувь,01774,Топ без рукавов с воротником Черный S,1774/S,"14,99","394,0",2000000017495,,"0,15",163892341,B2,"34,5",,0.0,
01775,1775/S,1775,162044857,2000000017594,Одежда и обувь,01775,Платье корсет вечернее с разрезом Черный S,1775/S,"67,0","1266,0",2000000017594,,"0,3",162044857,New,"38,0",,0.0,
01453,1453,1453,143712888,2000000012766,Красота,01453,"Тренажер для увеличения скул в рот, красный ОЛЕНЬ",1453,"11,9","271,0",2000000012766,1453,"0,06",143712888,Sale,"34,5",,0.0,
00918,918,918,82663946,2000000005652,18+,00918,"Уретральный зонд МЕТАЛЛИЧЕСКИЙ, ребристый 8 мм.",918,"6,0","210,0",2000000005652,нет,"0,1",82663946,B2,"34,5",,77.0,
01585,1585,1585,149025213,2000000014715,Для животных,01585,Жидкость для очистки глаз животным (капли),1585,"3,5","184,0",2000000014715,1585,"0,08",149025213,Sale,"34,5",,0.0,
01322,1322,1322,137723366,2000000011134,Красота,01322,Бальзам для бороды и усов. Круглая баночка 60 гр,1322,"7,7","255,0",2000000011134,1322,"0,08",137723366,B1 TOP,"28,1",,59.0,
01808,1808_неактив,1808_неактив,в одну,2000000018560,Архив,01808,Манжеты на рукава съемные кружевные (белый №6) - нет кт,1808_неактив,"10,0","264,0",2000000018560,,"0,05",в одну,New,"40,0",,0.0,
01471,14700/L,14700,146275404,2000000012964,Спортивные товары,01471,"Щитки футбольные гетры, размер L, 2 штуки",14700/L,"15,0","390,0",2000000012964,1471,"0,1",146275404,Sale,"34,5",,5.0,
01442,1442,1442,143714498\165936429,2000000012629,Хобби,01442,Набор для чистки оружия универсальный,1442,"26,5","613,0",2000000012629,1442,"0,25",143714498\165936429,A2,"34,5",,0.0,
01249,1249/М 13.5Х6.8 см,1249,124344148,2000000010304,Для животных,01249,"Памперсы, подгузники для птиц, попугаев. РОЗОВЫЙ",1249/М 13.5Х6.8 см,"5,0","154,0",2000000010304,1249,"0,02",124344148,Sale,"34,5",,0.0,
01497,1497,1497,146701115/166282648,2000000013343,Хобби,01497,"Конструктор 3D из миниблоков кукла ""Kaws"" 35см - коричневый (1980 шт)",1497,"31,0","790,0",2000000013343,1497,"0,45",146701115/166282648,B1 TOP,"34,5",,0.0,
01392,1392/S,1392,141556069,2000000011981,Для животных,01392,Бандаж послеоперационный кошачий Попона S желтый,1392/S,"7,0","197,0",2000000011981,1392,"0,03",141556069,Sale,"35,8",,0.0,
00865,867/S,867,75281944,2000000005096,Для животных,00865,"Гигиенические трусы для собак многоразовые ""S"" Бежевые",867/S,"4,0","173,0",2000000005096,865,"0,1",75281944,C1,"35,8",,0.0,
01064,родитель_неактив,родитель_неактив,111984809,2000000007274,Здоровье,01064,Фиксирующий пластырь (тейп) для диа-датчика Freestyle Libre. КРУГЛЫЙ БЕЖЕВЫЙ. 1 ШТ.,родитель_неактив,"0,6","100,0",2000000007274,родитель,"0,02",111984809,Sale,"34,5",,0.0,
00824,824,824,80343236/166798411,2000000004402,Для малышей,00824,Тест на беременность струйный 3 штуки. Розовая упаковка.,824,"2,0","0,0",2000000004402,824,"0,02",80343236/166798411,В1,"34,5",,,
01288,родитель_неактив,родитель_неактив,135832815,2000000010755,Для малышей,01288,Солевая самонагревающаяся грелка от колик детская. Прозрачная 1шт.,родитель_неактив,"1,3","102,0",2000000010755,родитель,"0,07",135832815,Sale,"34,5",,0.0,
00582,582,582,58731710,2000000008882,Красота,00582,"Загуститель для волос. Порошок в вертикальной баночке, 25 гр. Medium Brown",582,"11,0","247,0",2000000008882,582,"0,07",58731710,B1,"25,7",,49.0,
01073,1073,1073,112618128,2000000007373,Дом,01073,Мешок для хранения белья. Складная 75 л. ГОЛУБОЙ,1073,"6,0","290,0",2000000007373,1073,"0,3",112618128,Sale,"34,5",,0.0,
01461,1461,1461,144634796/167489095,2000000012865,Стоматология,01461,Временная пломба для зубов,1461,"4,5","157,0",2000000012865,1461,"0,04",144634796/167489095,B1,"34,5",,9.0,
01359,1359,1359,139113205,2000000011509,Здоровье,01359,Носок-ремень для растяжки голеностопного сустава - черный,1359,"6,0","226,0",2000000011509,1359,"0,15",139113205,C1,"34,5",,0.0,
01169,1169,1169,97829607,2000000009322,18+,01169,Спринцовка на душ. Металлическая насадка 7 шариков. В черном чехле,1169,"16,0","379,0",2000000009322,1169,"0,15",97829607,B2,"27,9",,0.0,
01779,1779/S,1779,в одну,2000000018096,Одежда и обувь,01779,Юбка шорты мини карго коричневый S,1779/S,"43,0","969,0",2000000018096,,"0,25",в одну,Архив,"38,0",,0.0,
01276,1276,1276,138096089,2000000010625,Для малышей,01276,Бандаж для детской стопы ЧЕРНЫЕ правая нога размер М,1276,"25,0","484,0",2000000010625,нет,"0,1",138096089,Архив,"34,5",,0.0,
01780,1780/M,1780,162072986,2000000017938,Одежда и обувь,01780,брюки карго женские свободные штаны парашюты Беж M,1780/M,"44,0","884,0",2000000017938,1780,"0,27",162072986,Sale,"38,0",,0.0,
01781,1780/S,1780,162072986,2000000018072,Одежда и обувь,01781,брюки карго женские свободные штаны парашюты Беж S,1780/S,"44,0","1080,0",2000000018072,1781,"0,27",162072986,Sale,"38,0",,0.0,
01782,1782/S,1782,162043012,2000000018058,Одежда и обувь,01782,брюки карго женские свободные джинсы парашюты Бел S,1782/S,"51,0","1305,0",2000000018058,,"0,4",162043012,Sale,"38,0",,0.0,
01879,1783/S,1783,162046504,2000000017945,Одежда и обувь,01879,брюки карго женские свободные джинсы парашюты Серые М,1783/S,"56,9","1308,0",2000000017945,,"0,27",162046504,Sale,"38,0",,0.0,
01784,1784/S,1784,162037971,2000000017983,Одежда и обувь,01784,Платье корсет вечернее с разрезом Белое S,1784/S,"67,0","1342,0",2000000017983,,"0,46",162037971,New,"38,0",,0.0,
01785,1785/S,1785,162043786,2000000018126,Одежда и обувь,01785,Платье корсет вечернее с разрезом и декольте Черный S,1785/S,"67,0","1613,0",2000000018126,,"0,5",162043786,New,"38,0",,0.0,
01786,1786/S,1786,161985877,2000000018119,Одежда и обувь,01786,Платье корсет вечернее с разрезом и декольте Белый S,1786/S,"67,0","1613,0",2000000018119,,"0,5",161985877,New,"38,0",,0.0,
01787,1787/S,1787,162537559,2000000017921,Одежда и обувь,01787,Платье корсет вечернее с разрезом и декольте Светло- зеленый S,1787/S,"67,0","1361,0",2000000017921,,"0,5",162537559,New,"38,0",,0.0,
01788,1788/S,1788,162135055,2000000018034,Одежда и обувь,01788,Платье с корсетом сеточкой вечернее Черное S,1788/S,"82,0","1721,0",2000000018034,,"0,31",162135055,Архив,"38,0",,0.0,
01789,1789/S_неактив,1789,новая КТ,2000000017976,Одежда и обувь,01789,Платье летнее с корсетом Розовый S,1789/S_неактив,"79,8","1709,0",2000000017976,,"0,3",новая КТ,Архив,"38,0",,0.0,
01790,1790/S,1790,162459077,2000000018089,Одежда и обувь,01790,Платье корсет сеточкой летнее Бежевое S,1790/S,"64,0","1289,0",2000000018089,,"0,3",162459077,New,"38,0",,7.0,
01362,1362/M,1362,138016168,2000000011530,Здоровье,01362,"Наколенники медицинские согревающие черно-красные ""М""",1362/M,"3,0","148,0",2000000011530,1362,"0,1",138016168,Архив,"27,9",,0.0,
01791,1791/S,1791,162436619,2000000018010,Одежда и обувь,01791,Топ кроп корсет в сетку с длинным рукавом черный S,1791/S,"62,0","1168,0",2000000018010,,"0,13",162436619,New,"38,0",,0.0,
01792,1792/S,1792,162436133,2000000018003,Одежда и обувь,01792,Топ кроп корсет в сетку с длинным рукавом белый S,1792/S,"62,0","1032,0",2000000018003,,"0,13",162436133,New,"38,0",,0.0,
01793,1793/S,1793,без КТ,2000000017969,Одежда и обувь,01793,Топ кроп корсет в сетку с длинным рукавом черный S,1793/S,"30,0","736,0",2000000017969,,"0,13",без КТ,Архив,"38,0",,0.0,
01794,1794/S,1794,новая КТ,2000000017952,Одежда и обувь,01794,Джинсовый комбинезон S светлый,1794/S,"135,0","2786,0",2000000017952,,"0,6",новая КТ,Архив,"38,0",,0.0,
01795,1795/S,1795,новая КТ,2000000018102,Одежда и обувь,01795,Твидовый костюм с пиджаком оверсайз S,1795/S,"130,0","2590,0",2000000018102,,"0,6",новая КТ,Архив,"38,0",,0.0,
01796,1796/S,1796,162594705,2000000018065,Одежда и обувь,01796,Пиджак женский оверсайз в клетку твидовый S,1796/S,"86,0","2069,0",2000000018065,,"0,6",162594705,New,"38,0",,0.0,
01470,14700/M,14700,146275404,2000000012957,Спортивные товары,01470,"Щитки футбольные гетры, размер M, 2 штуки черные",14700/M,"16,0","470,0",2000000012957,1470,"0,1",146275404,A1,"34,5",,5.0,
01797,1797/S_неактив,1797,новая КТ,2000000018041,Одежда и обувь,01797,Пиджак женский оверсайз беж твидовый S,1797/S_неактив,"165,0","3300,0",2000000018041,,"0,6",новая КТ,Архив,"38,0",,0.0,
01798,1798/S,1798,162304936,2000000018027,Одежда и обувь,01798,Пиджак жакет укороченный женский твидовый бежевый S,1798/S,"89,0","1704,0",2000000018027,,"0,6",162304936,Архив,"38,0",,0.0,
01042,1042,1042,110905395/161448450,2000000006963,Стоматология,01042,Лампа ультрафиолетовая LED B светодиодная. Белый с зеленой подставкой.,1042,"83,0","1374,0",2000000006963,1042,"0,3",110905395/161448450,A1 TOP,"25,7",,44.0,
01799,1799/XL,1799,162618888,2000000017990,Одежда и обувь,01799,Пиджак мужской XL темно синий,1799/XL,"115,0","2671,0",2000000017990,,"0,6",162618888,Sale,"38,0",,0.0,
00921,921,921,82713111,2000000005683,18+,00921,Уретральный зонд металлический ВОЛНИСТЫЙ. 16 СМ.,921,"8,0","237,0",2000000005683,921,"0,1",82713111,Sale,"34,5",,0.0,
01229,1229/детский,1229,108280585,2000000010038,Для малышей,01229,Наколенники детские защитные. 1 ПАРА. МЕДВЕДЬ - голубые,1229/детский,"5,8","207,0",2000000010038,нет,"0,09",108280585,Sale,"34,5",,0.0,
01423,14200/40,14200,141342610,2000000012292,Спортивные товары,01423,"Пуанты (балетки) для балета, хлопок, цвет: черный, размер 40 (10)",14200/40,"68,0","1358,0",2000000012292,нет,"0,3",141342610,A2,"34,5",,0.0,
